ID	DOCULECT	DOCULECT_TRANSLATION	HAND_NUMBER	CONCEPTICON	CONCEPT	HANDSHAPE_1	HANDSHAPE_2	TOKENS	COGIDS	COGID	NARROW_CONCEPT	ALIGNMENT	DOCULECT_NAME	NOTE	YEAR	SOURCE	BORROWING	COGNACY	2ID
299	Latvian_SL	Latvian Sign Language	1		t			¹/Hf_2 ¹/Hf_str ¹/Hth_acr	43	147	t	¹/Hf_2 ¹/Hf_str ¹/Hth_acr	Latviešu zīmju valodas	Origin?					
323	Lithuanian_SL	Lithuanian Sign Language	1		t			¹/Hp_op ¹/Lind ¹/HLf_side ¹/Lthu ¹/HLf_nl	299	309	t	¹/Hp_op ¹/Lind ¹/HLf_side ¹/Lthu ¹/HLf_nl	Lietuvių gestų kalba						
353	Polish_SL	Polish Sign Language	1		t			¹/Hp_op ¹/Lind ¹/HLf_side ¹/Lthu ¹/HLf_nl	299	309	t	¹/Hp_op ¹/Lind ¹/HLf_side ¹/Lthu ¹/HLf_nl	Polski Język Migowy						
381	Portuguese_SL	Portuguese Sign Language	1		t			¹/Hf_2 ¹/Hth_out	59	194	t	¹/Hf_2 ¹/Hth_out	Língua gestual portuguesa						
407	Russian_SL	Russian Sign Language	1		m			¹/Hflat ¹/Hth_acr ¹/Lpin ¹/Hf_hook	186	22	т	¹/Hflat ¹/Hth_acr ¹/Lpin ¹/Hf_hook	Русский Жестовый Язык						
441	Spanish_SL	Spanish Sign Language	1		t			¹/Hp_op ¹/Lind ¹/HLf_side ¹/Lthu ¹/HLf_nl	299	309	t	¹/Hp_op ¹/Lind ¹/HLf_side ¹/Lthu ¹/HLf_nl	Lengua de Signos Española						
470	Swedish_SL	Swedish Sign Language	1		t			¹/Hf_2 ¹/Hf_str	42	290	t	¹/Hf_2 ¹/Hf_str	Svenskt teckenspråk						
501	Turkish_SL	Turkish Sign Language	2		t			¹/Hf_2 ¹/Hth_acr + ²/Hf_2 ²/Hth_acr	139 140	48	t	¹/Hf_2 ¹/Hth_acr + ²/Hf_2 ²/Hth_acr	Türk İşaret Dili						
534	Croatian_SL	Croatian Sign Language	2		t			¹/Hf_2 ¹/Hth_acr + ²/Hf_2 ²/Hth_acr	139 140	48	t	¹/Hf_2 ¹/Hth_acr + ²/Hf_2 ²/Hth_acr	Izaberi jezik			Kuhn et al 2006			
566	Icelandic_SL	Icelandic Sign Language	1		t			¹/Hp_op ¹/Lind ¹/Hf_str ¹/HLf_side ¹/Lthu ¹/HLf_nl	299	309	t	¹/Hp_op ¹/Lind ¹/Hf_str ¹/HLf_side ¹/Lthu ¹/HLf_nl	Íslenskt Táknmál						
597	Italian_SL	Italian Sign Language	1		t			¹/Hf_2 ¹/Hf_str	42	290	t	¹/Hf_2 ¹/Hf_str	Lingua dei Segni Italiana		2015	Geraci 2015; spreadthesign.com		!IMA!	
624	Brazilian_SL	Brazilian Sign Language	1		t			¹/Hp_op ¹/Lind ¹/HLf_side ¹/Lthu ¹/HLf_nl	299	309	t	¹/Hp_op ¹/Lind ¹/HLf_side ¹/Lthu ¹/HLf_nl	Libras						
653	Mexican_SL	Mexican Sign Language	1		t			¹/Hfist ¹/Lind ¹/Hbetw ¹/Lmid	290	268	t	¹/Hfist ¹/Lind ¹/Hbetw ¹/Lmid	Lengua de Señas Mexicana	probably borrowed			!borrowed!		
663	Pakistan_SL	Pakistan Sign Language	1		t			¹/Hf_23 ¹/Hf_str ¹/Hth_acr	359	357	ت	¹/Hf_23 ¹/Hf_str ¹/Hth_acr	پاکستانی اشارتی زبان						
721	Ukranian_SL	Ukranian Sign Language	1		m			¹/Hflat ¹/Hth_acr ¹/Lpin ¹/Hf_hook	186	22	т	¹/Hflat ¹/Hth_acr ¹/Lpin ¹/Hf_hook	Українська жестова мова						
664	Pakistan_SL	Pakistan Sign Language	1		t			¹/Hfist ¹/Lind ¹/Hbetw ¹/Lmid	290	268	ٹ‬	¹/Hfist ¹/Lind ¹/Hbetw ¹/Lmid	پاکستانی اشارتی زبان						
751	Australian_SL	Australian Sign Language	2		t			¹/Hf_2 ¹/Hth_acr + ²/Hf_2345 ²/Hth_out	41 260	104	t	¹/Hf_2 ¹/Hth_acr + ²/Hf_2345 ²/Hth_out	Auslan						
777	Danish_SL	Danish Sign Language	1		t			¹/Hf_2 ¹/Hf_str	42	290	t	¹/Hf_2 ¹/Hf_str	Dansk Tegnsprog					!IMA!	
805	Norwegian_SL	Norwegian Sign Language	1		t			¹/Hp_12 ¹/HLf_mid	101	20	t	¹/Hp_12 ¹/HLf_mid	Norsk tegnspråk				!borrowed!		
832	Finnish_SL	Finnish Sign Language	1		t			¹/Hf_2 ¹/Hf_str	42	290	t	¹/Hf_2 ¹/Hf_str	Suomalainen viittomakieli					!IMA!	
857	Yebra_1593	Refugium Infirmorum	1		t			¹/Hp_op ¹/Lind ¹/HLf_side ¹/Lthu ¹/HLf_nl	299	309	t	¹/Hp_op ¹/Lind ¹/HLf_side ¹/Lthu ¹/HLf_nl			1593	Yebra 1593			
879	Bonet_1620	Bonet	1		t			¹/Hp_op ¹/Lind ¹/HLf_side ¹/Lthu ¹/HLf_nl	299	309	t	¹/Hp_op ¹/Lind ¹/HLf_side ¹/Lthu ¹/HLf_nl			1620	Bonet 1620			
909	Flemish_SL	Flemish Sign Language	1		t			¹/Hp_12 ¹/HLf_mid	101	20	t	¹/Hp_12 ¹/HLf_mid	Vlaamse Gebarentaal						
935	French-Belgian_SL	French Belgian Sign Language	1		t			¹/Hp_12 ¹/HLf_mid	101	20	t	¹/Hp_12 ¹/HLf_mid	Langue des signes de Belgique Francophone						
936	French-Belgian_SL	French Belgian Sign Language	1		t			¹/Hp_op ¹/Lind ¹/Hf_str ¹/HLf_side ¹/Lthu ¹/HLf_nl ¹/Lmid ¹/HLf_side ¹/Lrin ¹/Lrin ¹/HLf_side ¹/Lpin	299	309	t	¹/Hp_op ¹/Lind ¹/Hf_str ¹/HLf_side ¹/Lthu ¹/HLf_nl ¹/Lmid ¹/HLf_side ¹/Lrin ¹/Lrin ¹/HLf_side ¹/Lpin	Langue des signes de Belgique Francophone				!borrowed!		
962	Dutch_SL	Sign Language of the Netherlands	1		t			¹/Hp_op ¹/Hf_str	360	358	t	¹/Hp_op ¹/Hf_str	Nederlandse Gebarentaal						
988	American_1918	American Sign Language	1		t			¹/Hfist ¹/Lind ¹/Hbetw ¹/Lmid	290	268	t	¹/Hfist ¹/Lind ¹/Hbetw ¹/Lmid	American Sign Language		1918	Long 1918			
1014	French_1856	French Sign Language	1		t			¹/Hp_op ¹/Lind ¹/HLf_side ¹/Lthu ¹/HLf_nl ¹/Lmid ¹/HLf_side ¹/Lrin ¹/Lrin ¹/HLf_side ¹/Lpin	299	309	t	¹/Hp_op ¹/Lind ¹/HLf_side ¹/Lthu ¹/HLf_nl ¹/Lmid ¹/HLf_side ¹/Lrin ¹/Lrin ¹/HLf_side ¹/Lpin	Langue des signes française		1856	Pelissier 1856			
255	Greek_SL	Greek Sign Language	1		th			¹/Hf_23 ¹/Hth_acr	210	176	θ	¹/Hf_23 ¹/Hth_acr	Ελληνική νοηματική γλώσσα			Hatzopoulou 2008			
575	Icelandic_SL	Icelandic Sign Language	1		th			¹/Hp_op ¹/Hf_bend ¹/Lrin	33	165	þ	¹/Hp_op ¹/Hf_bend ¹/Lrin	Íslenskt Táknmál						
665	Pakistan_SL	Pakistan Sign Language	1		th			¹/Hc_all	573	310	ث	¹/Hc_all	پاکستانی اشارتی زبان						
23	Bulgarian_SL	Bulgarian Sign Language	1		u			¹/Hf_23	198	291	ц	¹/Hf_23	български жестомимичен език	Cyrillic Ц		spreadthesign.com			
411	Russian_SL	Russian Sign Language	1		u			¹/Hf_23 ¹/Hth_acr	198	291	ц	¹/Hf_23 ¹/Hth_acr	Русский Жестовый Язык	Cyrillic Ц					
725	Ukranian_SL	Ukranian Sign Language	1		u			¹/Hf_23 ¹/Hth_acr	198	291	ц	¹/Hf_23 ¹/Hth_acr	Українська жестова мова	Cyrillic Ц					
51	Czech_SL	Czech Sign Language	2		u			¹/Hf_2 ¹/Hth_op + ²/Hf_2 ²/Hth_op	45 143	259	u	¹/Hf_2 ¹/Hth_op + ²/Hf_2 ²/Hth_op	Ceský Znakový Jazyk		2006	Hudáková 2006			
77	American_SL	American Sign Language	1		u			¹/Hf_23 ¹/Hth_acr	198	291	u	¹/Hf_23 ¹/Hth_acr	American Sign Language		1998	Tennant & Brown 1998; spreadthesign.com			
103	Indian_SL	Indian Sign Language	1		u			¹/Hc_12 ¹/Hf_str	64	89	u	¹/Hc_12 ¹/Hf_str	Indian Sign Language			spreadthesign.com			
129	British_SL	British Sign Language	2		u			¹/Hf_2 ¹/Hth_acr + ²/Hf_2345 ²/Hth_out	46 262	105	u	¹/Hf_2 ¹/Hth_acr + ²/Hf_2345 ²/Hth_out	British Sign Language						
159	Estonian_SL	Estonian Sign Language	1		и			¹/Hp_op ¹/Lind ¹/Lmid	19	199	u	¹/Hp_op ¹/Lind ¹/Lmid	Eesti viipekeel	Russian и					
186	French_SL	French Sign Language	1		u			¹/Hf_23 ¹/Hth_acr	198	291	u	¹/Hf_23 ¹/Hth_acr	Langue des signes française						
215	Austrian_SL	Austrian Sign Language	1		u			¹/Hf_23 ¹/Hth_acr	198	291	u	¹/Hf_23 ¹/Hth_acr	Österreichische Gebärdensprache					!IMA!	
242	German_SL	German Sign Language	1		u			¹/Hf_23 ¹/Hth_acr	198	291	u	¹/Hf_23 ¹/Hth_acr	Deutsche Gebärdensprache					!IMA!	
300	Latvian_SL	Latvian Sign Language	1		u			¹/Hf_23_s ¹/Hth_acr ¹/Lind ¹/Lpin	341	163	u	¹/Hf_23_s ¹/Hth_acr ¹/Lind ¹/Lpin	Latviešu zīmju valodas	Origin?					
324	Lithuanian_SL	Lithuanian Sign Language	1		u			¹/Hf_23 ¹/Hf_str ¹/Hth_acr	62	17	u	¹/Hf_23 ¹/Hf_str ¹/Hth_acr	Lietuvių gestų kalba	Origin?					
354	Polish_SL	Polish Sign Language	1		u			¹/Hf_23_s ¹/Hth_acr	122	10	u	¹/Hf_23_s ¹/Hth_acr	Polski Język Migowy	Origin?					
382	Portuguese_SL	Portuguese Sign Language	1		u			¹/Hf_23 ¹/Hth_acr	198	291	u	¹/Hf_23 ¹/Hth_acr	Língua gestual portuguesa				!borrowed!		
442	Spanish_SL	Spanish Sign Language	1		u			¹/Hf_23_s ¹/Hth_acr	122	10	u	¹/Hf_23_s ¹/Hth_acr	Lengua de Signos Española						
471	Swedish_SL	Swedish Sign Language	1		u			¹/Hf_23 ¹/Hth_acr	198	291	u	¹/Hf_23 ¹/Hth_acr	Svenskt teckenspråk				!borrowed!		
502	Turkish_SL	Turkish Sign Language	1		u			¹/Hc_12 ¹/Hth_op	64	89	u	¹/Hc_12 ¹/Hth_op	Türk İşaret Dili						
535	Croatian_SL	Croatian Sign Language	2		u			¹/Hf_2 ¹/Hth_out + ²/Hf_2 ²/Hth_out	45 143	259	u	¹/Hf_2 ¹/Hth_out + ²/Hf_2 ²/Hth_out	Izaberi jezik			Kuhn et al 2006			
567	Icelandic_SL	Icelandic Sign Language	1		u			¹/Hf_23 ¹/Hth_acr	198	291	u	¹/Hf_23 ¹/Hth_acr	Íslenskt Táknmál						
598	Italian_SL	Italian Sign Language	1		u			¹/Hf_23 ¹/Hth_acr	198	291	u	¹/Hf_23 ¹/Hth_acr	Lingua dei Segni Italiana		2015	Geraci 2015; spreadthesign.com		!IMA!	
625	Brazilian_SL	Brazilian Sign Language	1		u			¹/Hf_23 ¹/Hth_acr	198	291	u	¹/Hf_23 ¹/Hth_acr	Libras						
654	Mexican_SL	Mexican Sign Language	1		u			¹/Hf_23 ¹/Hth_acr	198	291	u	¹/Hf_23 ¹/Hth_acr	Lengua de Señas Mexicana						
752	Australian_SL	Australian Sign Language	2		u			¹/Hf_2 ¹/Hth_acr + ²/Hf_2345 ²/Hth_out	46 262	105	u	¹/Hf_2 ¹/Hth_acr + ²/Hf_2345 ²/Hth_out	Auslan						
778	Danish_SL	Danish Sign Language	1		u			¹/Hf_23 ¹/Hth_acr	198	291	u	¹/Hf_23 ¹/Hth_acr	Dansk Tegnsprog					!IMA!	
806	Norwegian_SL	Norwegian Sign Language	1		u			¹/Hf_23 ¹/Hth_acr	198	291	u	¹/Hf_23 ¹/Hth_acr	Norsk tegnspråk						
833	Finnish_SL	Finnish Sign Language	1		u			¹/Hf_23 ¹/Hth_acr	198	291	u	¹/Hf_23 ¹/Hth_acr	Suomalainen viittomakieli					!IMA!	
910	Flemish_SL	Flemish Sign Language	1		u			¹/Hf_23 ¹/Hth_acr	198	291	u	¹/Hf_23 ¹/Hth_acr	Vlaamse Gebarentaal						
937	French-Belgian_SL	French Belgian Sign Language	1		u			¹/Hf_23 ¹/Hth_acr	198	291	u	¹/Hf_23 ¹/Hth_acr	Langue des signes de Belgique Francophone						
963	Dutch_SL	Sign Language of the Netherlands	1		u			¹/Hf_23 ¹/Hth_acr	198	291	u	¹/Hf_23 ¹/Hth_acr	Nederlandse Gebarentaal						
989	American_1918	American Sign Language	1		u			¹/Hf_23 ¹/Hth_acr	198	291	u	¹/Hf_23 ¹/Hth_acr	American Sign Language		1918	Long 1918			
1015	French_1856	French Sign Language	1		u			¹/Hf_23 ¹/Hth_acr	198	291	u	¹/Hf_23 ¹/Hth_acr	Langue des signes française		1856	Pelissier 1856			
3	Bulgarian_SL	Bulgarian Sign Language	1		b			¹/Hflat	308	294	в	¹/Hflat	български жестомимичен език			spreadthesign.com			
52	Czech_SL	Czech Sign Language	1		v			¹/Hf_23_s ¹/Hth_acr	145	292	v	¹/Hf_23_s ¹/Hth_acr	Ceský Znakový Jazyk		2006	Hudáková 2006	!borrowed!		
78	American_SL	American Sign Language	1		v			¹/Hf_23_s ¹/Hth_acr	145	292	v	¹/Hf_23_s ¹/Hth_acr	American Sign Language		1998	Tennant & Brown 1998; spreadthesign.com			
104	Indian_SL	Indian Sign Language	1		v			¹/Hf_23_s ¹/Hth_acr	145	292	v	¹/Hf_23_s ¹/Hth_acr	Indian Sign Language			spreadthesign.com	!borrowed!		
130	British_SL	British Sign Language	2		v			¹/Hf_23_s ¹/Hth_acr + ²/Hflat ²/Hth_out	145 264	106	v	¹/Hf_23_s ¹/Hth_acr + ²/Hflat ²/Hth_out	British Sign Language						
161	Estonian_SL	Estonian Sign Language	1		v			¹/Hf_23_s ¹/Hth_acr	145	292	v	¹/Hf_23_s ¹/Hth_acr	Eesti viipekeel				!borrowed!		
187	French_SL	French Sign Language	1		v			¹/Hf_23_s ¹/Hth_acr	145	292	v	¹/Hf_23_s ¹/Hth_acr	Langue des signes française						
217	Austrian_SL	Austrian Sign Language	1		v			¹/Hf_23_s ¹/Hth_acr	145	292	v	¹/Hf_23_s ¹/Hth_acr	Österreichische Gebärdensprache					!IMA!	
243	German_SL	German Sign Language	1		v			¹/Hf_23_s ¹/Hth_acr	145	292	v	¹/Hf_23_s ¹/Hth_acr	Deutsche Gebärdensprache					!IMA!	
302	Latvian_SL	Latvian Sign Language	1		v			¹/Hf_23_s ¹/Hth_acr	145	292	v	¹/Hf_23_s ¹/Hth_acr	Latviešu zīmju valodas				!borrowed!		
325	Lithuanian_SL	Lithuanian Sign Language	1		v			¹/Hf_23_s ¹/Hth_acr	145	292	v	¹/Hf_23_s ¹/Hth_acr	Lietuvių gestų kalba						
355	Polish_SL	Polish Sign Language	1		v			¹/Hf_23_s ¹/Hth_acr	145	292	v	¹/Hf_23_s ¹/Hth_acr	Polski Język Migowy				!borrowed!		
383	Portuguese_SL	Portuguese Sign Language	1		v			¹/Hf_23_s ¹/Hth_acr	145	292	v	¹/Hf_23_s ¹/Hth_acr	Língua gestual portuguesa				!borrowed!		
390	Russian_SL	Russian Sign Language	1		b			¹/Hflat ¹/Hth_out	161	29	в	¹/Hflat ¹/Hth_out	Русский Жестовый Язык						
443	Spanish_SL	Spanish Sign Language	1		v			¹/Hf_23_s ¹/Hth_acr	145	292	v	¹/Hf_23_s ¹/Hth_acr	Lengua de Signos Española	movement				?cognacy?	
472	Swedish_SL	Swedish Sign Language	1		v			¹/Hf_23_s ¹/Hth_acr	145	292	v	¹/Hf_23_s ¹/Hth_acr	Svenskt teckenspråk				!borrowed!		
504	Turkish_SL	Turkish Sign Language	1		v			¹/Hf_23_s ¹/Hth_acr	145	292	v	¹/Hf_23_s ¹/Hth_acr	Türk İşaret Dili	Or parallel development			!borrowed!		
536	Croatian_SL	Croatian Sign Language	1		v			¹/Hf_23_s ¹/Hth_acr	145	292	v	¹/Hf_23_s ¹/Hth_acr	Izaberi jezik			Kuhn et al 2006	!borrowed!		
569	Icelandic_SL	Icelandic Sign Language	1		v			¹/Hf_23_s ¹/Hth_acr	145	292	v	¹/Hf_23_s ¹/Hth_acr	Íslenskt Táknmál				!borrowed!		
599	Italian_SL	Italian Sign Language	1		v			¹/Hf_23_s ¹/Hth_acr	145	292	v	¹/Hf_23_s ¹/Hth_acr	Lingua dei Segni Italiana		2015	Geraci 2015; spreadthesign.com		!IMA!	
626	Brazilian_SL	Brazilian Sign Language	1		v			¹/Hf_23_s ¹/Hth_acr	145	292	v	¹/Hf_23_s ¹/Hth_acr	Libras						
655	Mexican_SL	Mexican Sign Language	1		v			¹/Hf_23_s ¹/Hth_acr	145	292	v	¹/Hf_23_s ¹/Hth_acr	Lengua de Señas Mexicana						
701	Ukranian_SL	Ukranian Sign Language	1		b			¹/Hflat ¹/Hth_out	308	294	в	¹/Hflat ¹/Hth_out	Українська жестова мова						
753	Australian_SL	Australian Sign Language	2		v			¹/Hf_23_s ¹/Hth_acr + ²/Hflat	145 264	106	v	¹/Hf_23_s ¹/Hth_acr + ²/Hflat	Auslan						
779	Danish_SL	Danish Sign Language	1		v			¹/Hf_23_s ¹/Hth_acr	145	292	v	¹/Hf_23_s ¹/Hth_acr	Dansk Tegnsprog					!IMA!	
807	Norwegian_SL	Norwegian Sign Language	1		v			¹/Hf_23_s ¹/Hth_acr	145	292	v	¹/Hf_23_s ¹/Hth_acr	Norsk tegnspråk				!borrowed!		
834	Finnish_SL	Finnish Sign Language	1		v			¹/Hf_23_s ¹/Hth_acr	145	292	v	¹/Hf_23_s ¹/Hth_acr	Suomalainen viittomakieli					!IMA!	
858	Yebra_1593	Refugium Infirmorum	1		u			¹/Hf_23 ¹/Hth_acr	198	291	v	¹/Hf_23 ¹/Hth_acr		ancestor of 'u'	1593	Yebra 1593			
880	Bonet_1620	Bonet	1		u			¹/Hf_23 ¹/Hth_acr	198	291	v	¹/Hf_23 ¹/Hth_acr		ancestor of 'u'	1620	Bonet 1620			
911	Flemish_SL	Flemish Sign Language	1		v			¹/Hf_23_s ¹/Hth_acr	145	292	v	¹/Hf_23_s ¹/Hth_acr	Vlaamse Gebarentaal						
938	French-Belgian_SL	French Belgian Sign Language	1		v			¹/Hf_23_s ¹/Hth_acr	145	292	v	¹/Hf_23_s ¹/Hth_acr	Langue des signes de Belgique Francophone						
964	Dutch_SL	Sign Language of the Netherlands	1		v			¹/Hf_23_s ¹/Hth_acr	145	292	v	¹/Hf_23_s ¹/Hth_acr	Nederlandse Gebarentaal						
990	American_1918	American Sign Language	1		v			¹/Hf_23_s ¹/Hth_acr	145	292	v	¹/Hf_23_s ¹/Hth_acr	American Sign Language		1918	Long 1918			
1016	French_1856	French Sign Language	1		v			¹/Hf_23_s ¹/Hth_acr	145	292	v	¹/Hf_23_s ¹/Hth_acr	Langue des signes française		1856	Pelissier 1856			
53	Czech_SL	Czech Sign Language	2		w			¹/Hf_23_s ¹/Hth_acr + ²/Hf_23_s ²/Hth_acr	147 149	51	w	¹/Hf_23_s ¹/Hth_acr + ²/Hf_23_s ²/Hth_acr	Ceský Znakový Jazyk		2006	Hudáková 2006			
79	American_SL	American Sign Language	1		w			¹/Hp_op ¹/Hf_hook ¹/Lpin	200	293	w	¹/Hp_op ¹/Hf_hook ¹/Lpin	American Sign Language		1998	Tennant & Brown 1998; spreadthesign.com			
105	Indian_SL	Indian Sign Language	2		w			¹/Hf_2345 ¹/Hth_out + ²/Hf_2345 ²/Hth_out	234 236	90	w	¹/Hf_2345 ¹/Hth_out + ²/Hf_2345 ²/Hth_out	Indian Sign Language			spreadthesign.com			
131	British_SL	British Sign Language	2		w			¹/Hf_2345 ¹/Hth_out + ²/Hf_2345 ²/Hth_out	234 236	90	w	¹/Hf_2345 ¹/Hth_out + ²/Hf_2345 ²/Hth_out	British Sign Language						
162	Estonian_SL	Estonian Sign Language	1		w			¹/Hp_op ¹/Hf_bend ¹/Lpin	200	293	w	¹/Hp_op ¹/Hf_bend ¹/Lpin	Eesti viipekeel				!borrowed!		
188	French_SL	French Sign Language	1		w			¹/Hp_op ¹/Hf_bend ¹/Lpin	200	293	w	¹/Hp_op ¹/Hf_bend ¹/Lpin	Langue des signes française						
218	Austrian_SL	Austrian Sign Language	1		w			¹/Hp_op ¹/Hf_bend ¹/Lpin	200	293	w	¹/Hp_op ¹/Hf_bend ¹/Lpin	Österreichische Gebärdensprache					!IMA!	
244	German_SL	German Sign Language	1		w			¹/Hp_op ¹/Hf_bend ¹/Lpin	200	293	w	¹/Hp_op ¹/Hf_bend ¹/Lpin	Deutsche Gebärdensprache					!IMA!	
356	Polish_SL	Polish Sign Language	1		w			¹/Hp_op ¹/Hf_bend ¹/Lpin	200	293	w	¹/Hp_op ¹/Hf_bend ¹/Lpin	Polski Język Migowy						
384	Portuguese_SL	Portuguese Sign Language	1		w			¹/Hp_op ¹/Hf_bend ¹/Lpin	200	293	w	¹/Hp_op ¹/Hf_bend ¹/Lpin	Língua gestual portuguesa				!borrowed!		
444	Spanish_SL	Spanish Sign Language	1		w			¹/Hp_op ¹/Hf_bend ¹/Lpin	200	293	w	¹/Hp_op ¹/Hf_bend ¹/Lpin	Lengua de Signos Española	no w through 1859			!borrowed!		
473	Swedish_SL	Swedish Sign Language	1		w			¹/Hp_op ¹/Hf_bend ¹/Lpin	200	293	w	¹/Hp_op ¹/Hf_bend ¹/Lpin	Svenskt teckenspråk				!borrowed!		
505	Turkish_SL	Turkish Sign Language	2		w			¹/Hf_23_s ¹/Hth_acr + ²/Hf_23_s ²/Hth_acr	147 149	51	w	¹/Hf_23_s ¹/Hth_acr + ²/Hf_23_s ²/Hth_acr	Türk İşaret Dili						
540	Croatian_SL	Croatian Sign Language	2		w			¹/Hf_23_s ¹/Hth_acr + ²/Hf_23_s ²/Hth_acr	147 149	51	w	¹/Hf_23_s ¹/Hth_acr + ²/Hf_23_s ²/Hth_acr	Izaberi jezik			Kuhn et al 2006			
570	Icelandic_SL	Icelandic Sign Language	1		w			¹/Hp_op ¹/Hf_bend ¹/Lpin	200	293	w	¹/Hp_op ¹/Hf_bend ¹/Lpin	Íslenskt Táknmál				!borrowed!		
600	Italian_SL	Italian Sign Language	1		w			¹/Hp_op ¹/Hf_bend ¹/Lpin	200	293	w	¹/Hp_op ¹/Hf_bend ¹/Lpin	Lingua dei Segni Italiana		2015	Geraci 2015; spreadthesign.com		!IMA!	
627	Brazilian_SL	Brazilian Sign Language	1		w			¹/Hp_op ¹/Hf_bend ¹/Lpin	200	293	w	¹/Hp_op ¹/Hf_bend ¹/Lpin	Libras						
656	Mexican_SL	Mexican Sign Language	1		w			¹/Hp_op ¹/Hf_bend ¹/Lpin	200	293	w	¹/Hp_op ¹/Hf_bend ¹/Lpin	Lengua de Señas Mexicana						
693	Pakistan_SL	Pakistan Sign Language	1		o			¹/Hp_all	119	43	و	¹/Hp_all	پاکستانی اشارتی زبان						
754	Australian_SL	Australian Sign Language	2		w			¹/Hf_2345 ¹/Hth_out + ²/Hf_2345 ²/Hth_out	234 236	90	w	¹/Hf_2345 ¹/Hth_out + ²/Hf_2345 ²/Hth_out	Auslan						
780	Danish_SL	Danish Sign Language	1		w			¹/Hp_op ¹/Hf_bend ¹/Lpin	200	293	w	¹/Hp_op ¹/Hf_bend ¹/Lpin	Dansk Tegnsprog					!IMA!	
808	Norwegian_SL	Norwegian Sign Language	1		w			¹/Hp_op ¹/Lpin	200	293	w	¹/Hp_op ¹/Lpin	Norsk tegnspråk				!borrowed!		
835	Finnish_SL	Finnish Sign Language	1		w			¹/Hp_op ¹/Hf_hook ¹/Lpin	200	293	w	¹/Hp_op ¹/Hf_hook ¹/Lpin	Suomalainen viittomakieli					!IMA!	
912	Flemish_SL	Flemish Sign Language	1		w			¹/Hf_23_s ¹/Hth_out	103	114	w	¹/Hf_23_s ¹/Hth_out	Vlaamse Gebarentaal						
939	French-Belgian_SL	French Belgian Sign Language	1		w			¹/Hp_op ¹/Hf_hook ¹/Lpin	200	293	w	¹/Hp_op ¹/Hf_hook ¹/Lpin	Langue des signes de Belgique Francophone						
965	Dutch_SL	Sign Language of the Netherlands	1		w			¹/Hf_23_s ¹/Hth_out	103	114	w	¹/Hf_23_s ¹/Hth_out	Nederlandse Gebarentaal	Origin 1790					
991	American_1918	American Sign Language	1		w			¹/Hp_op ¹/Hf_hook ¹/Lpin	200	293	w	¹/Hp_op ¹/Hf_hook ¹/Lpin	American Sign Language		1918	Long 1918			
1017	French_1856	French Sign Language	1		w			¹/Hp_op ¹/Hf_hook ¹/Lpin	200	293	w	¹/Hp_op ¹/Hf_hook ¹/Lpin	Langue des signes française		1856	Pelissier 1856			
22	Bulgarian_SL	Bulgarian Sign Language	1		x			¹/Hf_2 ¹/Hf_bend ¹/Hth_acr	151	306	х	¹/Hf_2 ¹/Hf_bend ¹/Hth_acr	български жестомимичен език			spreadthesign.com			
269	Greek_SL	Greek Sign Language	1		x			¹/Hf_23_s ¹/Hf_bend ¹/Hth_acr	228	78	χ	¹/Hf_23_s ¹/Hf_bend ¹/Hth_acr	Ελληνική νοηματική γλώσσα			Hatzopoulou 2008			
410	Russian_SL	Russian Sign Language	1		x			¹/Hf_2 ¹/Hf_bend ¹/Hth_acr	151	306	х	¹/Hf_2 ¹/Hf_bend ¹/Hth_acr	Русский Жестовый Язык						
724	Ukranian_SL	Ukranian Sign Language	1		x			¹/Hf_2 ¹/Hf_bend ¹/Hth_op	368	364	х	¹/Hf_2 ¹/Hf_bend ¹/Hth_op	Українська жестова мова						
54	Czech_SL	Czech Sign Language	2		x			¹/Hf_2 ¹/Hth_acr + ²/Hf_2 ²/Hth_acr	7 153	52	x	¹/Hf_2 ¹/Hth_acr + ²/Hf_2 ²/Hth_acr	Ceský Znakový Jazyk		2006	Hudáková 2006			
80	American_SL	American Sign Language	1		x			¹/Hf_2 ¹/Hf_bend ¹/Hth_acr	151	306	x	¹/Hf_2 ¹/Hf_bend ¹/Hth_acr	American Sign Language		1998	Tennant & Brown 1998; spreadthesign.com			
106	Indian_SL	Indian Sign Language	2		x			¹/Hf_2 ¹/Hth_acr + ²/Hf_2 ²/Hth_acr	7 153	52	x	¹/Hf_2 ¹/Hth_acr + ²/Hf_2 ²/Hth_acr	Indian Sign Language			spreadthesign.com			
132	British_SL	British Sign Language	2		x			¹/Hf_2 ¹/Hth_acr + ²/Hf_2 ²/Hth_acr	7 153	52	x	¹/Hf_2 ¹/Hth_acr + ²/Hf_2 ²/Hth_acr	British Sign Language						
163	Estonian_SL	Estonian Sign Language	2		x			¹/Hf_2 ¹/Hth_acr + ²/Hf_2 ²/Hth_acr	7 153	52	x	¹/Hf_2 ¹/Hth_acr + ²/Hf_2 ²/Hth_acr	Eesti viipekeel				!borrowed!		
189	French_SL	French Sign Language	1		x			¹/Hf_23_s ¹/Hf_bend ¹/Hth_out	367	363	x	¹/Hf_23_s ¹/Hf_bend ¹/Hth_out	Langue des signes française						
