ID	DOCULECT	DOCULECT_TRANSLATION	HAND_NUMBER	CONCEPTICON	CONCEPT	HANDSHAPE_1	HANDSHAPE_2	TOKENS	COGIDS	COGID	NARROW_CONCEPT	ALIGNMENT	DOCULECT_NAME	NOTE	YEAR	SOURCE	BORROWING	COGNACY	2ID
99	Indian_SL	Indian Sign Language	2		q			¹/Hf_2 ¹/Hth_acr + ²/Hp_op	123 125	237	q	¹/Hf_2 ¹/Hth_acr + ²/Hp_op	Indian Sign Language			spreadthesign.com			
125	British_SL	British Sign Language	2		q			¹/Hf_2 ¹/Hth_acr + ²/Hp_op	123 125	237	q	¹/Hf_2 ¹/Hth_acr + ²/Hp_op	British Sign Language						
154	Estonian_SL	Estonian Sign Language	2		q			¹/Hf_2 ¹/Hth_acr + ²/Hp_op ²/Hf_str	123 125	237	q	¹/Hf_2 ¹/Hth_acr + ²/Hp_op ²/Hf_str	Eesti viipekeel				!borrowed!		
182	French_SL	French Sign Language	1		q			¹/Hf_2 ¹/Hf_str ¹/Lthu ¹/Hf_hook	187	132	q	¹/Hf_2 ¹/Hf_str ¹/Lthu ¹/Hf_hook	Langue des signes française						
210	Austrian_SL	Austrian Sign Language	1		q			¹/Hc_12 ¹/Hf_str	187	132	q	¹/Hc_12 ¹/Hf_str	Österreichische Gebärdensprache					!IMA!	
238	German_SL	German Sign Language	1		q			¹/Hc_12 ¹/Hf_str	187	132	q	¹/Hc_12 ¹/Hf_str	Deutsche Gebärdensprache					!IMA!	
349	Polish_SL	Polish Sign Language	2		q			¹/Hf_2 ¹/Hth_acr + ²/Hp_op	123 125	237	q	¹/Hf_2 ¹/Hth_acr + ²/Hp_op	Polski Język Migowy				!borrowed!		
378	Portuguese_SL	Portuguese Sign Language	1		q			¹/Hfist ¹/Hth_out	382	191	q	¹/Hfist ¹/Hth_out	Língua gestual portuguesa						
438	Spanish_SL	Spanish Sign Language	1		q			¹/Hp_all ¹/Hf_str	409	153	q	¹/Hp_all ¹/Hf_str	Lengua de Signos Española						
467	Swedish_SL	Swedish Sign Language	1		q			¹/Hfist ¹/Hth_out	382	191	q	¹/Hfist ¹/Hth_out	Svenskt teckenspråk						
497	Turkish_SL	Turkish Sign Language	2		q			¹/Hf_2 ¹/Hth_acr + ²/Hp_all	123 286	264	q	¹/Hf_2 ¹/Hth_acr + ²/Hp_all	Türk İşaret Dili	not in Zeshan 2003		spreadthesign.com			
539	Croatian_SL	Croatian Sign Language	2		q			¹/Hf_2 ¹/Hth_acr + ²/Hp_all	123 286	264	q	¹/Hf_2 ¹/Hth_acr + ²/Hp_all	Izaberi jezik			Kuhn et al 2006			
562	Icelandic_SL	Icelandic Sign Language	1		q			¹/Hf_2 ¹/Hth_acr	187	132	q	¹/Hf_2 ¹/Hth_acr	Íslenskt Táknmál	possibly borrowed					
594	Italian_SL	Italian Sign Language	1		q			¹/Hf_2 ¹/Hf_bend ¹/Hth_out	187	132	q	¹/Hf_2 ¹/Hf_bend ¹/Hth_out	Lingua dei Segni Italiana		2015	Geraci 2015; spreadthesign.com		!IMA!	
621	Brazilian_SL	Brazilian Sign Language	1		q			¹/Hf_2 ¹/Hf_str	187	132	q	¹/Hf_2 ¹/Hf_str	Libras	Or ¹/Hf_2 ¹/Hf_str ¹/Hth_out					
649	Mexican_SL	Mexican Sign Language	1		q			¹/Hf_2 ¹/Hf_bend ¹/Hth_op	187	132	q	¹/Hf_2 ¹/Hf_bend ¹/Hth_op	Lengua de Señas Mexicana	with movement					
686	Pakistan_SL	Pakistan Sign Language	1		q			¹/Hc_12	187	132	ق	¹/Hc_12	پاکستانی اشارتی زبان						
748	Australian_SL	Australian Sign Language	2		q			¹/Hf_2 ¹/Hth_acr + ²/Hp_op ²/Hf_str	123 125	237	q	¹/Hf_2 ¹/Hth_acr + ²/Hp_op ²/Hf_str	Auslan						
774	Danish_SL	Danish Sign Language	1		q			¹/Hc_12 ¹/Hf_str	187	132	q	¹/Hc_12 ¹/Hf_str	Dansk Tegnsprog					!IMA!	
802	Norwegian_SL	Norwegian Sign Language	2		q			¹/Hf_2 ¹/Hf_bend ¹/Hth_acr + ²/Hp_op	123 125	237	q	¹/Hf_2 ¹/Hf_bend ¹/Hth_acr + ²/Hp_op	Norsk tegnspråk	from 2-handed system			!borrowed!		
829	Finnish_SL	Finnish Sign Language	1		q			¹/Hc_12 ¹/Hf_str	187	132	q	¹/Hc_12 ¹/Hf_str	Suomalainen viittomakieli					!IMA!	
854	Yebra_1593	Refugium Infirmorum	1		q			¹/Hf_23_s ¹/Lind ¹/Lpin	208	70	q	¹/Hf_23_s ¹/Lind ¹/Lpin			1593	Yebra 1593			
876	Bonet_1620	Bonet	1		q			¹/Hf_23_s ¹/Hth_acr ¹/Lind ¹/Lpin	208	70	q	¹/Hf_23_s ¹/Hth_acr ¹/Lind ¹/Lpin			1620	Bonet 1620			
906	Flemish_SL	Flemish Sign Language	1		q			¹/Hc_12 ¹/Hf_str	187	132	q	¹/Hc_12 ¹/Hf_str	Vlaamse Gebarentaal						
932	French-Belgian_SL	French Belgian Sign Language	1		q			¹/Hf_2 ¹/Hf_str ¹/Hth_acr	187	132	q	¹/Hf_2 ¹/Hf_str ¹/Hth_acr	Langue des signes de Belgique Francophone						
959	Dutch_SL	Sign Language of the Netherlands	1		q			¹/Hc_12 ¹/Hf_str	187	132	q	¹/Hc_12 ¹/Hf_str	Nederlandse Gebarentaal						
985	American_1918	American Sign Language	1		q			¹/Hc_12 ¹/Hf_str	187	132	q	¹/Hc_12 ¹/Hf_str	American Sign Language		1918	Long 1918			
1011	French_1856	French Sign Language	1		q			¹/Hc_12 ¹/Hth_op	187	132	q	¹/Hc_12 ¹/Hth_op	Langue des signes française		1856	Pelissier 1856			
17	Bulgarian_SL	Bulgarian Sign Language	1		p			¹/Hp_op ¹/Hf_bend ¹/Lmid	168	121	р	¹/Hp_op ¹/Hf_bend ¹/Lmid	български жестомимичен език			spreadthesign.com			
48	Czech_SL	Czech Sign Language	2		r			¹/Hf_2345 ¹/Hth_out + ²/Hf_2345 ²/Hth_out	127 129	38	r	¹/Hf_2345 ¹/Hth_out + ²/Hf_2345 ²/Hth_out	Ceský Znakový Jazyk		2006	Hudáková 2006			
74	American_SL	American Sign Language	1		r			¹/Hf_23 ¹/Hth_acr ¹/Lind ¹/HLf_nl ¹/Lmid	189	288	r	¹/Hf_23 ¹/Hth_acr ¹/Lind ¹/HLf_nl ¹/Lmid	American Sign Language		1998	Tennant & Brown 1998; spreadthesign.com			
100	Indian_SL	Indian Sign Language	2		r			¹/Hf_2 ¹/Hf_bend ¹/Hth_acr + ²/Hflat ²/Hth_out	230 231	88	r	¹/Hf_2 ¹/Hf_bend ¹/Hth_acr + ²/Hflat ²/Hth_out	Indian Sign Language			spreadthesign.com			
126	British_SL	British Sign Language	2		r			¹/Hf_2 ¹/Hf_bend ¹/Hth_acr + ²/Hflat ²/Hth_out	230 231	88	r	¹/Hf_2 ¹/Hf_bend ¹/Hth_acr + ²/Hflat ²/Hth_out	British Sign Language						
155	Estonian_SL	Estonian Sign Language	1		p			¹/Hp_op ¹/Lmid	168	121	r	¹/Hp_op ¹/Lmid	Eesti viipekeel						
183	French_SL	French Sign Language	1		r			¹/Hf_23 ¹/Hth_acr ¹/Lind ¹/HLf_nl ¹/Lmid	189	288	r	¹/Hf_23 ¹/Hth_acr ¹/Lind ¹/HLf_nl ¹/Lmid	Langue des signes française						
211	Austrian_SL	Austrian Sign Language	1		r			¹/Hf_23 ¹/Hth_acr ¹/Lind ¹/HLf_nl ¹/Lmid	189	288	r	¹/Hf_23 ¹/Hth_acr ¹/Lind ¹/HLf_nl ¹/Lmid	Österreichische Gebärdensprache					!IMA!	
239	German_SL	German Sign Language	1		r			¹/Hf_23 ¹/Hth_acr ¹/Lind ¹/HLf_nl ¹/Lmid	189	288	r	¹/Hf_23 ¹/Hth_acr ¹/Lind ¹/HLf_nl ¹/Lmid	Deutsche Gebärdensprache					!IMA!	
264	Greek_SL	Greek Sign Language	1		r			¹/Hf_23 ¹/Hth_acr ¹/Lind ¹/HLf_nl ¹/Lmid	189	288	ρ	¹/Hf_23 ¹/Hth_acr ¹/Lind ¹/HLf_nl ¹/Lmid	Ελληνική νοηματική γλώσσα	Ρ		Hatzopoulou 2008			
296	Latvian_SL	Latvian Sign Language	1		r			¹/Hf_23 ¹/Hth_acr ¹/Lind ¹/HLf_nl ¹/Lmid	189	288	r	¹/Hf_23 ¹/Hth_acr ¹/Lind ¹/HLf_nl ¹/Lmid	Latviešu zīmju valodas						
321	Lithuanian_SL	Lithuanian Sign Language	1		r			¹/Hf_23 ¹/Hth_acr ¹/Lind ¹/HLf_nl ¹/Lmid	189	288	r	¹/Hf_23 ¹/Hth_acr ¹/Lind ¹/HLf_nl ¹/Lmid	Lietuvių gestų kalba						
350	Polish_SL	Polish Sign Language	1		r			¹/Hf_23 ¹/Hth_acr ¹/Lind ¹/HLf_nl ¹/Lmid	189	288	r	¹/Hf_23 ¹/Hth_acr ¹/Lind ¹/HLf_nl ¹/Lmid	Polski Język Migowy						
379	Portuguese_SL	Portuguese Sign Language	1		r			¹/Hf_23 ¹/Hth_op ¹/Lthu ¹/Hf_bend ¹/Lind ¹/Hf_bend	38	222	r	¹/Hf_23 ¹/Hth_op ¹/Lthu ¹/Hf_bend ¹/Lind ¹/Hf_bend	Língua gestual portuguesa						
405	Russian_SL	Russian Sign Language	1		p			¹/Hp_op ¹/Hf_bend ¹/Lmid	168	121	р	¹/Hp_op ¹/Hf_bend ¹/Lmid	Русский Жестовый Язык						
439	Spanish_SL	Spanish Sign Language	1		r			¹/Hf_23 ¹/Hth_acr ¹/Lind ¹/HLf_nl ¹/Lmid	189	288	r	¹/Hf_23 ¹/Hth_acr ¹/Lind ¹/HLf_nl ¹/Lmid	Lengua de Signos Española	borrowed?					
468	Swedish_SL	Swedish Sign Language	1		r			¹/Hf_23 ¹/Hth_acr ¹/Lind ¹/Hf_hook	38	222	r	¹/Hf_23 ¹/Hth_acr ¹/Lind ¹/Hf_hook	Svenskt teckenspråk						
498	Turkish_SL	Turkish Sign Language	2		r			¹/Hf_23 ¹/Hth_acr ¹/Lmid ¹/HLf_mid ¹/Lind + ²/Hf_2 ²/Hth_acr	106 443	238	r	¹/Hf_23 ¹/Hth_acr ¹/Lmid ¹/HLf_mid ¹/Lind + ²/Hf_2 ²/Hth_acr	Türk İşaret Dili						
531	Croatian_SL	Croatian Sign Language	1		r			¹/Hp_12 ¹/Hf_str + ¹/Hfist	484 37	257	r	¹/Hp_12 ¹/Hf_str + ¹/Hfist	Izaberi jezik	sequential		Kuhn et al 2006			
564	Icelandic_SL	Icelandic Sign Language	1		r			¹/Hf_23 ¹/Hth_acr ¹/Lind ¹/HLf_nl ¹/Lmid	189	288	r	¹/Hf_23 ¹/Hth_acr ¹/Lind ¹/HLf_nl ¹/Lmid	Íslenskt Táknmál						
595	Italian_SL	Italian Sign Language	1		r			¹/Hf_23 ¹/Hth_acr ¹/Lind ¹/HLf_nl ¹/Lmid	189	288	r	¹/Hf_23 ¹/Hth_acr ¹/Lind ¹/HLf_nl ¹/Lmid	Lingua dei Segni Italiana	with movement	2015	Geraci 2015; spreadthesign.com		!IMA!	
622	Brazilian_SL	Brazilian Sign Language	1		r			¹/Hf_23 ¹/Hth_acr ¹/Lind ¹/HLf_nl ¹/Lmid	189	288	r	¹/Hf_23 ¹/Hth_acr ¹/Lind ¹/HLf_nl ¹/Lmid	Libras						
650	Mexican_SL	Mexican Sign Language	1		r			¹/Hf_23 ¹/Hth_acr ¹/Lind ¹/HLf_nl ¹/Lmid	189	288	r	¹/Hf_23 ¹/Hth_acr ¹/Lind ¹/HLf_nl ¹/Lmid	Lengua de Señas Mexicana						
673	Pakistan_SL	Pakistan Sign Language	1		r			¹/Hf_23 ¹/Hth_acr ¹/Lind ¹/HLf_nl ¹/Lmid	189	288	ر	¹/Hf_23 ¹/Hth_acr ¹/Lind ¹/HLf_nl ¹/Lmid	پاکستانی اشارتی زبان						
719	Ukranian_SL	Ukranian Sign Language	1		p			¹/Hp_op ¹/Lmid	168	121	р	¹/Hp_op ¹/Lmid	Українська жестова мова						
749	Australian_SL	Australian Sign Language	2		r			¹/Hf_2 ¹/Hf_bend ¹/Hth_acr + ²/Hflat	230 231	88	r	¹/Hf_2 ¹/Hf_bend ¹/Hth_acr + ²/Hflat	Auslan						
775	Danish_SL	Danish Sign Language	1		r			¹/Hf_23 ¹/Hth_acr ¹/Lind ¹/HLf_nl ¹/Lmid	189	288	r	¹/Hf_23 ¹/Hth_acr ¹/Lind ¹/HLf_nl ¹/Lmid	Dansk Tegnsprog					!IMA!	
803	Norwegian_SL	Norwegian Sign Language	1		r			¹/Hf_23 ¹/Hth_acr ¹/Lind ¹/HLf_nl ¹/Lmid	189	288	r	¹/Hf_23 ¹/Hth_acr ¹/Lind ¹/HLf_nl ¹/Lmid	Norsk tegnspråk						
830	Finnish_SL	Finnish Sign Language	1		r			¹/Hf_23 ¹/Hth_acr ¹/Lind ¹/HLf_nl ¹/Lmid	189	288	r	¹/Hf_23 ¹/Hth_acr ¹/Lind ¹/HLf_nl ¹/Lmid	Suomalainen viittomakieli					!IMA!	
855	Yebra_1593	Refugium Infirmorum	1		r			¹/Hf_2345 ¹/Lmid ¹/Hf_hook	85	6	r	¹/Hf_2345 ¹/Lmid ¹/Hf_hook			1593	Yebra 1593			
877	Bonet_1620	Bonet	1		r			¹/Hf_2345 ¹/Lmid ¹/Hf_hook	85	6	r	¹/Hf_2345 ¹/Lmid ¹/Hf_hook			1620	Bonet 1620			
907	Flemish_SL	Flemish Sign Language	1		r			¹/Hf_23 ¹/Hth_acr ¹/Lind ¹/HLf_nl ¹/Lmid	189	288	r	¹/Hf_23 ¹/Hth_acr ¹/Lind ¹/HLf_nl ¹/Lmid	Vlaamse Gebarentaal						
933	French-Belgian_SL	French Belgian Sign Language	1		r			¹/Hf_23 ¹/Hth_acr ¹/Lind ¹/HLf_nl ¹/Lmid	189	288	r	¹/Hf_23 ¹/Hth_acr ¹/Lind ¹/HLf_nl ¹/Lmid	Langue des signes de Belgique Francophone						
960	Dutch_SL	Sign Language of the Netherlands	1		r			¹/Hf_23 ¹/Hth_acr ¹/Lind ¹/HLf_nl ¹/Lmid	189	288	r	¹/Hf_23 ¹/Hth_acr ¹/Lind ¹/HLf_nl ¹/Lmid	Nederlandse Gebarentaal						
986	American_1918	American Sign Language	1		r			¹/Hf_23 ¹/Hth_acr ¹/Lind ¹/HLf_nl ¹/Lmid	189	288	r	¹/Hf_23 ¹/Hth_acr ¹/Lind ¹/HLf_nl ¹/Lmid	American Sign Language		1918	Long 1918			
1012	French_1856	French Sign Language	1		r			¹/Hf_23 ¹/Hth_acr ¹/Lind ¹/HLf_nl ¹/Lmid	189	288	r	¹/Hf_23 ¹/Hth_acr ¹/Lind ¹/HLf_nl ¹/Lmid	Langue des signes française		1856	Pelissier 1856			
651	Mexican_SL	Mexican Sign Language	1		rr			¹/Hf_23 ¹/Hth_acr ¹/Lind ¹/HLf_nl ¹/Lmid	561	133	rr	¹/Hf_23 ¹/Hth_acr ¹/Lind ¹/HLf_nl ¹/Lmid	Lengua de Señas Mexicana	side/side m			!borrowed!		
674	Pakistan_SL	Pakistan Sign Language	1		ڑ‬			¹/Hf_23_s ¹/Hth_acr	590	317	ڑ‬	¹/Hf_23_s ¹/Hth_acr	پاکستانی اشارتی زبان						
18	Bulgarian_SL	Bulgarian Sign Language	1		c			¹/Hc_all	81	86	с	¹/Hc_all	български жестомимичен език			spreadthesign.com			
49	Czech_SL	Czech Sign Language	2		s			¹/Hf_2 ¹/Hf_bend ¹/Hth_out ¹/Lpin + ²/Hf_2 ²/Hf_bend ²/Hth_acr ²/Lpin	131 135	47	s	¹/Hf_2 ¹/Hf_bend ¹/Hth_out ¹/Lpin + ²/Hf_2 ²/Hf_bend ²/Hth_acr ²/Lpin	Ceský Znakový Jazyk		2006	Hudáková 2006			
75	American_SL	American Sign Language	1		s			¹/Hfist ¹/Hth_acr	193	289	s	¹/Hfist ¹/Hth_acr	American Sign Language		1998	Tennant & Brown 1998; spreadthesign.com			
101	Indian_SL	Indian Sign Language	2		s			¹/Hf_2 ¹/Hf_bend ¹/Hth_acr ¹/Lpin + ²/Hf_2 ²/Hf_bend ²/Hth_acr ²/Lpin	131 135	47	s	¹/Hf_2 ¹/Hf_bend ¹/Hth_acr ¹/Lpin + ²/Hf_2 ²/Hf_bend ²/Hth_acr ²/Lpin	Indian Sign Language			spreadthesign.com			
127	British_SL	British Sign Language	2		s			¹/Hf_2 ¹/Hf_bend ¹/Hth_acr ¹/Lpin + ²/Hf_2 ²/Hf_bend ²/Hth_acr ²/Lpin	131 135	47	s	¹/Hf_2 ¹/Hf_bend ¹/Hth_acr ¹/Lpin + ²/Hf_2 ²/Hf_bend ²/Hth_acr ²/Lpin	British Sign Language						
156	Estonian_SL	Estonian Sign Language	1		c			¹/Hc_all ¹/Hth_op	81	86	s	¹/Hc_all ¹/Hth_op	Eesti viipekeel						
184	French_SL	French Sign Language	1		s			¹/Hfist ¹/Hth_acr	193	289	s	¹/Hfist ¹/Hth_acr	Langue des signes française						
212	Austrian_SL	Austrian Sign Language	1		s			¹/Hfist ¹/Hth_acr	193	289	s	¹/Hfist ¹/Hth_acr	Österreichische Gebärdensprache					!IMA!	
240	German_SL	German Sign Language	1		s			¹/Hfist ¹/Hth_acr	193	289	s	¹/Hfist ¹/Hth_acr	Deutsche Gebärdensprache					!IMA!	
265	Greek_SL	Greek Sign Language	1		s			¹/Hfist ¹/Hth_acr	193	289	σ	¹/Hfist ¹/Hth_acr	Ελληνική νοηματική γλώσσα	Σ		Hatzopoulou 2008			
297	Latvian_SL	Latvian Sign Language	1		s			¹/Hf_2 ¹/Hth_acr	36	394	s	¹/Hf_2 ¹/Hth_acr	Latviešu zīmju valodas	origin?					
322	Lithuanian_SL	Lithuanian Sign Language	1		s			¹/Hp_op ¹/Hf_hook	289	266	s	¹/Hp_op ¹/Hf_hook	Lietuvių gestų kalba						
351	Polish_SL	Polish Sign Language	1		s			¹/Hp_op ¹/Hf_dbn ¹/Lthu	289	266	s	¹/Hp_op ¹/Hf_dbn ¹/Lthu	Polski Język Migowy						
380	Portuguese_SL	Portuguese Sign Language	1		s			¹/Hfist ¹/Hbetw	99	193	s	¹/Hfist ¹/Hbetw	Língua gestual portuguesa						
406	Russian_SL	Russian Sign Language	1		c			¹/Hc_all	81	86	с	¹/Hc_all	Русский Жестовый Язык						
440	Spanish_SL	Spanish Sign Language	1		s			¹/Hp_op ¹/Hf_hook	289	266	s	¹/Hp_op ¹/Hf_hook	Lengua de Signos Española						
469	Swedish_SL	Swedish Sign Language	1		s			¹/Hc_all	113	161	s	¹/Hc_all	Svenskt teckenspråk					?cognacy?	
499	Turkish_SL	Turkish Sign Language	2		s			¹/Hc_12 ¹/Hth_op + ²/Hc_12 ²/Hth_op	445 446	239	s	¹/Hc_12 ¹/Hth_op + ²/Hc_12 ²/Hth_op	Türk İşaret Dili			Zeshan 2003			
532	Croatian_SL	Croatian Sign Language	2		s			¹/Hc_12 ¹/Hth_op + ²/Hc_12 ²/Hth_op	445 446	239	s	¹/ɥc₁ø ¹/ɥth ̞p + ²/ɥc₁ø ²/ɥth ̞p	Izaberi jezik			Kuhn et al 2006			
565	Icelandic_SL	Icelandic Sign Language	1		s			¹/Hf_2 ¹/Hth_acr	36	394	s	¹/Hf_2 ¹/Hth_acr	Íslenskt Táknmál						
596	Italian_SL	Italian Sign Language	1		s			¹/Hfist ¹/Hth_out	355	353	s	¹/Hfist ¹/Hth_out	Lingua dei Segni Italiana		2015	Geraci 2015; spreadthesign.com		!IMA!	
623	Brazilian_SL	Brazilian Sign Language	1		s			¹/Hfist ¹/Hth_acr	193	289	s	¹/Hfist ¹/Hth_acr	Libras						
652	Mexican_SL	Mexican Sign Language	1		s			¹/Hfist ¹/Hth_acr	193	289	s	¹/Hfist ¹/Hth_acr	Lengua de Señas Mexicana						
677	Pakistan_SL	Pakistan Sign Language	1		s			¹/Hfist ¹/Hth_acr	193	289	س	¹/Hfist ¹/Hth_acr	پاکستانی اشارتی زبان						
720	Ukranian_SL	Ukranian Sign Language	1		c			¹/Hc_all	81	86	с	¹/Hc_all	Українська жестова мова						
750	Australian_SL	Australian Sign Language	2		s			¹/Hf_2 ¹/Hf_bend ¹/Hth_acr ¹/Lpin + ²/Hf_2 ²/Hf_bend ²/Hth_acr ²/Lpin	131 135	47	s	¹/Hf_2 ¹/Hf_bend ¹/Hth_acr ¹/Lpin + ²/Hf_2 ²/Hf_bend ²/Hth_acr ²/Lpin	Auslan						
776	Danish_SL	Danish Sign Language	1		s			¹/Hfist ¹/Hth_acr	193	289	s	¹/Hfist ¹/Hth_acr	Dansk Tegnsprog					!IMA!	
804	Norwegian_SL	Norwegian Sign Language	1		s			¹/Hc_12 ¹/Hth_op + ¹/Hp_12 ¹/Hf_str	39 407	267	s	¹/Hc_12 ¹/Hth_op + ¹/Hp_12 ¹/Hf_str	Norsk tegnspråk	sequential				?cognacy?	
831	Finnish_SL	Finnish Sign Language	1		s			¹/Hfist ¹/Hth_acr	193	289	s	¹/Hfist ¹/Hth_acr	Suomalainen viittomakieli					!IMA!	
856	Yebra_1593	Refugium Infirmorum	1		s			¹/Hp_op ¹/Hf_bend	289	266	s	¹/Hp_op ¹/Hf_bend			1593	Yebra 1593			
878	Bonet_1620	Bonet	1		s			¹/Hp_op ¹/Hf_bend	289	266	s	¹/Hp_op ¹/Hf_bend			1620	Bonet 1620			
908	Flemish_SL	Flemish Sign Language	1		s			¹/Hfist ¹/Hth_acr	193	289	s	¹/Hfist ¹/Hth_acr	Vlaamse Gebarentaal						
934	French-Belgian_SL	French Belgian Sign Language	1		s			¹/Hfist ¹/Hth_acr	193	289	s	¹/Hfist ¹/Hth_acr	Langue des signes de Belgique Francophone						
961	Dutch_SL	Sign Language of the Netherlands	1		s			¹/Hfist ¹/Hth_acr	193	289	s	¹/Hfist ¹/Hth_acr	Nederlandse Gebarentaal						
987	American_1918	American Sign Language	1		s			¹/Hfist ¹/Hth_acr	193	289	s	¹/Hfist ¹/Hth_acr	American Sign Language		1918	Long 1918			
1013	French_1856	French Sign Language	1		s			¹/Hfist ¹/Hth_acr ¹/Lind ¹/H_opp	193	289	s	¹/Hfist ¹/Hth_acr ¹/Lind ¹/H_opp	Langue des signes française		1856	Pelissier 1856			
298	Latvian_SL	Latvian Sign Language	1		sh			¹/Hf_2 ¹/Hth_acr	206	146	š	¹/Hf_2 ¹/Hth_acr	Latviešu zīmju valodas						
157	Estonian_SL	Estonian Sign Language	1		sh			¹/Hflat ¹/Hth_acr ¹/Lpin ¹/Hf_hook	57	24	š	¹/Hflat ¹/Hth_acr ¹/Lpin ¹/Hf_hook	Eesti viipekeel						
533	Croatian_SL	Croatian Sign Language	2		sh			¹/Hc_12 ¹/Hth_op + ²/Hf_2 ²/Hth_op + ²/Hc_12 ²/Hth_op	445 135 109	258	š	¹/Hc_12 ¹/Hth_op + ²/Hf_2 ²/Hth_op + ²/Hc_12 ²/Hth_op	Izaberi jezik	2/hand sequential		Kuhn et al 2006			
500	Turkish_SL	Turkish Sign Language	2		sh			¹/Hp_12 ¹/Lmid ¹/Hf_bend + ²/Hc_12 ²/Hth_op	445 448	240	ş	¹/Hp_12 ¹/Lmid ¹/Hf_bend + ²/Hc_12 ²/Hth_op	Türk İşaret Dili		2003	Zeshan 2003			
213	Austrian_SL	Austrian Sign Language	1		sh			¹/Hf_2345 ¹/Hth_out	310	138	sch	¹/Hf_2345 ¹/Hth_out	Österreichische Gebärdensprache						
25	Bulgarian_SL	Bulgarian Sign Language	1		sh			¹/Hflat ¹/Hth_acr ¹/Lpin ¹/Hf_hook	57	24	ш	¹/Hflat ¹/Hth_acr ¹/Lpin ¹/Hf_hook	български жестомимичен език			spreadthesign.com			
413	Russian_SL	Russian Sign Language	1		sh			¹/Hflat ¹/Hth_acr ¹/Lpin ¹/Hf_hook	57	24	ш	¹/Hflat ¹/Hth_acr ¹/Lpin ¹/Hf_hook	Русский Жестовый Язык						
678	Pakistan_SL	Pakistan Sign Language	1		sh			¹/Hp_12 ¹/Hf_str ¹/Lind ¹/Lmid	592	320	ش	¹/Hp_12 ¹/Hf_str ¹/Lind ¹/Lmid	پاکستانی اشارتی زبان						
727	Ukranian_SL	Ukranian Sign Language	1		sh			¹/Hflat ¹/Hth_acr ¹/Lpin ¹/Hf_hook	57	24	ш	¹/Hflat ¹/Hth_acr ¹/Lpin ¹/Hf_hook	Українська жестова мова						
26	Bulgarian_SL	Bulgarian Sign Language	1		shch			¹/Hflat ¹/Hth_acr ¹/Lpin ¹/Hf_hook	83	25	щ	¹/Hflat ¹/Hth_acr ¹/Lpin ¹/Hf_hook	български жестомимичен език			spreadthesign.com			
414	Russian_SL	Russian Sign Language	1		shch			¹/Hflat ¹/Hth_acr ¹/Lpin ¹/Hf_hook	83	25	щ	¹/Hflat ¹/Hth_acr ¹/Lpin ¹/Hf_hook	Русский Жестовый Язык						
728	Ukranian_SL	Ukranian Sign Language	1		shch			¹/Hflat ¹/Hth_acr ¹/Lpin ¹/Hf_hook	83	25	щ	¹/Hflat ¹/Hth_acr ¹/Lpin ¹/Hf_hook	Українська жестова мова						
19	Bulgarian_SL	Bulgarian Sign Language	1		m			¹/Hflat ¹/Hth_acr ¹/Lpin ¹/Hf_hook	186	22	т	¹/Hflat ¹/Hth_acr ¹/Lpin ¹/Hf_hook	български жестомимичен език			spreadthesign.com			
50	Czech_SL	Czech Sign Language	2		t			¹/Hf_2 ¹/Hth_acr + ²/Hf_2 ²/Hth_acr	139 140	48	t	¹/Hf_2 ¹/Hth_acr + ²/Hf_2 ²/Hth_acr	Ceský Znakový Jazyk		2006	Hudáková 2006			
76	American_SL	American Sign Language	1		t			¹/Hfist ¹/Lind ¹/Hbetw ¹/Lmid	290	268	t	¹/Hfist ¹/Lind ¹/Hbetw ¹/Lmid	American Sign Language		1998	Tennant & Brown 1998; spreadthesign.com			
102	Indian_SL	Indian Sign Language	2		t			¹/Hf_2 ¹/Hth_acr + ²/Hf_2 ²/Hth_acr	139 140	48	t	¹/Hf_2 ¹/Hth_acr + ²/Hf_2 ²/Hth_acr	Indian Sign Language			spreadthesign.com			
128	British_SL	British Sign Language	2		t			¹/Hf_2 ¹/Hth_acr + ²/Hflat ²/Hth_out	41 260	104	t	¹/Hf_2 ¹/Hth_acr + ²/Hflat ²/Hth_out	British Sign Language						
158	Estonian_SL	Estonian Sign Language	1		m			¹/Hflat ¹/Hth_acr ¹/Lpin ¹/Hf_hook	186	22	t	¹/Hflat ¹/Hth_acr ¹/Lpin ¹/Hf_hook	Eesti viipekeel						
185	French_SL	French Sign Language	1		t			¹/Hp_op ¹/Lind ¹/Hf_str ¹/HLf_side ¹/Lthu ¹/HLf_nl	299	309	t	¹/Hp_op ¹/Lind ¹/Hf_str ¹/HLf_side ¹/Lthu ¹/HLf_nl	Langue des signes française						
214	Austrian_SL	Austrian Sign Language	1		t			¹/Hf_2 ¹/Hf_str	42	290	t	¹/Hf_2 ¹/Hf_str	Österreichische Gebärdensprache					!IMA!	
241	German_SL	German Sign Language	1		t			¹/Hf_2 ¹/Hf_str	42	290	t	¹/Hf_2 ¹/Hf_str	Deutsche Gebärdensprache					!IMA!	
266	Greek_SL	Greek Sign Language	1		t			¹/Hf_2 ¹/Hf_str ¹/Hth_acr	43	147	τ	¹/Hf_2 ¹/Hf_str ¹/Hth_acr	Ελληνική νοηματική γλώσσα			Hatzopoulou 2008			
